src,snk,sourceOtu,targetOtu,m_width,bandType,sourceDimColors,targetDimColors
1781,1748,30484,30045,24,0,:528-552:960-964,:528-552:960-964
1781,1748,30485,30046,24,0,:552-576:960-964,:552-576:960-964
1781,1748,30486,30047,24,0,:576-600:960-964,:576-600:960-964
1781,1748,30487,30048,24,0,:600-624:960-964,:600-624:960-964
1781,1748,30488,30049,24,0,:624-648:960-964,:624-648:960-964
1781,1748,30489,30050,24,0,:648-672:960-964,:648-672:960-964
1781,1748,30490,30051,24,0,:672-696:960-964,:672-696:960-964
1781,1748,30491,30052,24,0,:696-720:960-964,:696-720:960-964
1781,1748,30492,30053,24,0,:720-744:960-964,:720-744:960-964
1781,1748,30493,30054,24,0,:744-768:960-964,:744-768:960-964
1781,1748,30494,30055,24,0,:768-792:960-964,:768-792:960-964
1781,1748,30495,30056,24,0,:792-816:960-964,:792-816:960-964
1781,1748,30496,30057,24,0,:816-840:960-964,:816-840:960-964
1781,1748,30497,30058,24,0,:840-864:960-964,:840-864:960-964
1781,1748,30498,30059,24,0,:864-888:960-964,:864-888:960-964
1781,1748,30499,30060,24,0,:888-912:960-964,:888-912:960-964
1781,1748,30500,30061,24,0,:912-936:960-964,:912-936:960-964
1781,1748,30501,30062,24,0,:936-964,:936-964
1122,1113,60322,59883,24,0,:0-24:960-964,:0-24:960-964
1122,1113,60323,59884,24,0,:24-48:960-964,:24-48:960-964
1122,1113,60324,59885,24,0,:48-72:960-964,:48-72:960-964
1122,1113,60325,59886,24,0,:72-96:960-964,:72-96:960-964
1122,1113,60326,59887,24,0,:96-120:960-964,:96-120:960-964
1122,1113,60327,59888,24,0,:120-144:960-964,:120-144:960-964
1122,1113,60328,59889,24,0,:144-168:960-964,:144-168:960-964
1122,1113,60329,59890,24,0,:168-192:960-964,:168-192:960-964
1122,1113,60330,59891,24,0,:192-216:960-964,:192-216:960-964
1122,1113,60331,59892,24,0,:216-240:960-964,:216-240:960-964
1122,1113,60332,59893,24,0,:240-264:960-964,:240-264:960-964
1122,1113,60333,59894,24,0,:264-288:960-964,:264-288:960-964
1122,1113,60334,59895,24,0,:288-312:960-964,:288-312:960-964
1122,1113,60335,59896,24,0,:312-336:960-964,:312-336:960-964
1122,1113,60336,59897,24,0,:336-360:960-964,:336-360:960-964
1122,1113,60337,59898,24,0,:360-384:960-964,:360-384:960-964
1122,1113,60338,59899,24,0,:384-408:960-964,:384-408:960-964
1122,1113,60339,59900,24,0,:408-432:960-964,:408-432:960-964
1122,1113,60340,59901,24,0,:432-456:960-964,:432-456:960-964
1122,1113,60341,59902,24,0,:456-480:960-964,:456-480:960-964
1122,1113,60342,59903,24,0,:480-504:960-964,:480-504:960-964
1122,1113,60343,59904,24,0,:504-528:960-964,:504-528:960-964
1122,1113,60344,59905,24,0,:528-552:960-964,:528-552:960-964
1122,1113,60345,59906,24,0,:552-576:960-964,:552-576:960-964
1122,1113,60346,59907,24,0,:576-600:960-964,:576-600:960-964
1122,1113,60347,59908,24,0,:600-624:960-964,:600-624:960-964
1122,1113,60348,59909,24,0,:624-648:960-964,:624-648:960-964
1122,1113,60349,59910,24,0,:648-672:960-964,:648-672:960-964
1122,1113,60350,59911,24,0,:672-696:960-964,:672-696:960-964
1122,1113,60351,59912,24,0,:696-720:960-964,:696-720:960-964
1122,1113,60352,59913,24,0,:720-744:960-964,:720-744:960-964
1122,1113,60353,59914,24,0,:744-768:960-964,:744-768:960-964
1122,1113,60354,59915,24,0,:768-792:960-964,:768-792:960-964
1122,1113,60355,59916,24,0,:792-816:960-964,:792-816:960-964
1122,1113,60356,59917,24,0,:816-840:960-964,:816-840:960-964
1122,1113,60357,59918,24,0,:840-864:960-964,:840-864:960-964
1122,1113,60358,59919,24,0,:864-888:960-964,:864-888:960-964
1122,1113,60359,59920,24,0,:888-912:960-964,:888-912:960-964
1122,1113,60360,59921,24,0,:912-936:960-964,:912-936:960-964
1122,1113,60361,59922,24,0,:936-964,:936-964
396,387,78620,78181,24,0,:0-24:960-964,:0-24:960-964
396,387,78621,78182,24,0,:24-48:960-964,:24-48:960-964
396,387,78622,78183,24,0,:48-72:960-964,:48-72:960-964
396,387,78623,78184,24,0,:72-96:960-964,:72-96:960-964
396,387,78624,78185,24,0,:96-120:960-964,:96-120:960-964
396,387,78625,78186,24,0,:120-144:960-964,:120-144:960-964
396,387,78626,78187,24,0,:144-168:960-964,:144-168:960-964
396,387,78627,78188,24,0,:168-192:960-964,:168-192:960-964
396,387,78628,78189,24,0,:192-216:960-964,:192-216:960-964
396,387,78629,78190,24,0,:216-240:960-964,:216-240:960-964
396,387,78630,78191,24,0,:240-264:960-964,:240-264:960-964
396,387,78631,78192,24,0,:264-288:960-964,:264-288:960-964
396,387,78632,78193,24,0,:288-312:960-964,:288-312:960-964
396,387,78633,78194,24,0,:312-336:960-964,:312-336:960-964
396,387,78634,78195,24,0,:336-360:960-964,:336-360:960-964
396,387,78635,78196,24,0,:360-384:960-964,:360-384:960-964
396,387,78636,78197,24,0,:384-408:960-964,:384-408:960-964
396,387,78637,78198,24,0,:408-432:960-964,:408-432:960-964
396,387,78638,78199,24,0,:432-456:960-964,:432-456:960-964
396,387,78639,78200,24,0,:456-480:960-964,:456-480:960-964
396,387,78640,78201,24,0,:480-504:960-964,:480-504:960-964
396,387,78641,78202,24,0,:504-528:960-964,:504-528:960-964
396,387,78642,78203,24,0,:528-552:960-964,:528-552:960-964
396,387,78643,78204,24,0,:552-576:960-964,:552-576:960-964
396,387,78644,78205,24,0,:576-600:960-964,:576-600:960-964
396,387,78645,78206,24,0,:600-624:960-964,:600-624:960-964
396,387,78646,78207,24,0,:624-648:960-964,:624-648:960-964
396,387,78647,78208,24,0,:648-672:960-964,:648-672:960-964
396,387,78648,78209,24,0,:672-696:960-964,:672-696:960-964
396,387,78649,78210,24,0,:696-720:960-964,:696-720:960-964
396,387,78650,78211,24,0,:720-744:960-964,:720-744:960-964
396,387,78651,78212,24,0,:744-768:960-964,:744-768:960-964
396,387,78652,78213,24,0,:768-792:960-964,:768-792:960-964
396,387,78653,78214,24,0,:792-816:960-964,:792-816:960-964
396,387,78654,78215,24,0,:816-840:960-964,:816-840:960-964
396,387,78655,78216,24,0,:840-864:960-964,:840-864:960-964
396,387,78656,78217,24,0,:864-888:960-964,:864-888:960-964
396,387,78657,78218,24,0,:888-912:960-964,:888-912:960-964
396,387,78658,78219,24,0,:912-936:960-964,:912-936:960-964
396,387,78659,78220,24,0,:936-964,:936-964
19,10,44592,44153,24,0,:0-24:960-964,:0-24:960-964
19,10,44593,44154,24,0,:24-48:960-964,:24-48:960-964
19,10,44594,44155,24,0,:48-72:960-964,:48-72:960-964
19,10,44595,44156,24,0,:72-96:960-964,:72-96:960-964
19,10,44596,44157,24,0,:96-120:960-964,:96-120:960-964
19,10,44597,44158,24,0,:120-144:960-964,:120-144:960-964
19,10,44598,44159,24,0,:144-168:960-964,:144-168:960-964
19,10,44599,44160,24,0,:168-192:960-964,:168-192:960-964
19,10,44600,44161,24,0,:192-216:960-964,:192-216:960-964
19,10,44601,44162,24,0,:216-240:960-964,:216-240:960-964
19,10,44602,44163,24,0,:240-264:960-964,:240-264:960-964
19,10,44603,44164,24,0,:264-288:960-964,:264-288:960-964
19,10,44604,44165,24,0,:288-312:960-964,:288-312:960-964
19,10,44605,44166,24,0,:312-336:960-964,:312-336:960-964
19,10,44606,44167,24,0,:336-360:960-964,:336-360:960-964
19,10,44607,44168,24,0,:360-384:960-964,:360-384:960-964
19,10,44608,44169,24,0,:384-408:960-964,:384-408:960-964
19,10,44609,44170,24,0,:408-432:960-964,:408-432:960-964
19,10,44610,44171,24,0,:432-456:960-964,:432-456:960-964
19,10,44611,44172,24,0,:456-480:960-964,:456-480:960-964
19,10,44612,44173,24,0,:480-504:960-964,:480-504:960-964
19,10,44613,44174,24,0,:504-528:960-964,:504-528:960-964
19,10,44614,44175,24,0,:528-552:960-964,:528-552:960-964
19,10,44615,44176,24,0,:552-576:960-964,:552-576:960-964
19,10,44616,44177,24,0,:576-600:960-964,:576-600:960-964
19,10,44617,44178,24,0,:600-624:960-964,:600-624:960-964
19,10,44618,44179,24,0,:624-648:960-964,:624-648:960-964
19,10,44619,44180,24,0,:648-672:960-964,:648-672:960-964
19,10,44620,44181,24,0,:672-696:960-964,:672-696:960-964
19,10,44621,44182,24,0,:696-720:960-964,:696-720:960-964
19,10,44622,44183,24,0,:720-744:960-964,:720-744:960-964
19,10,44623,44184,24,0,:744-768:960-964,:744-768:960-964
19,10,44624,44185,24,0,:768-792:960-964,:768-792:960-964
19,10,44625,44186,24,0,:792-816:960-964,:792-816:960-964
19,10,44626,44187,24,0,:816-840:960-964,:816-840:960-964
19,10,44627,44188,24,0,:840-864:960-964,:840-864:960-964
19,10,44628,44189,24,0,:864-888:960-964,:864-888:960-964
19,10,44629,44190,24,0,:888-912:960-964,:888-912:960-964
19,10,44630,44191,24,0,:912-936:960-964,:912-936:960-964
19,10,44631,44192,24,0,:936-964,:936-964
139,130,51192,50753,24,0,:0-24:960-964,:0-24:960-964
139,130,51193,50754,24,0,:24-48:960-964,:24-48:960-964
139,130,51194,50755,24,0,:48-72:960-964,:48-72:960-964
139,130,51195,50756,24,0,:72-96:960-964,:72-96:960-964
139,130,51196,50757,24,0,:96-120:960-964,:96-120:960-964
139,130,51197,50758,24,0,:120-144:960-964,:120-144:960-964
139,130,51198,50759,24,0,:144-168:960-964,:144-168:960-964
139,130,51199,50760,24,0,:168-192:960-964,:168-192:960-964
139,130,51200,50761,24,0,:192-216:960-964,:192-216:960-964
139,130,51201,50762,24,0,:216-240:960-964,:216-240:960-964
139,130,51202,50763,24,0,:240-264:960-964,:240-264:960-964
139,130,51203,50764,24,0,:264-288:960-964,:264-288:960-964
139,130,51204,50765,24,0,:288-312:960-964,:288-312:960-964
139,130,51205,50766,24,0,:312-336:960-964,:312-336:960-964
139,130,51206,50767,24,0,:336-360:960-964,:336-360:960-964
139,130,51207,50768,24,0,:360-384:960-964,:360-384:960-964
139,130,51208,50769,24,0,:384-408:960-964,:384-408:960-964
139,130,51209,50770,24,0,:408-432:960-964,:408-432:960-964
139,130,51210,50771,24,0,:432-456:960-964,:432-456:960-964
139,130,51211,50772,24,0,:456-480:960-964,:456-480:960-964
139,130,51212,50773,24,0,:480-504:960-964,:480-504:960-964
139,130,51213,50774,24,0,:504-528:960-964,:504-528:960-964
139,130,51214,50775,24,0,:528-552:960-964,:528-552:960-964
139,130,51215,50776,24,0,:552-576:960-964,:552-576:960-964
139,130,51216,50777,24,0,:576-600:960-964,:576-600:960-964
139,130,51217,50778,24,0,:600-624:960-964,:600-624:960-964
139,130,51218,50779,24,0,:624-648:960-964,:624-648:960-964
139,130,51219,50780,24,0,:648-672:960-964,:648-672:960-964
139,130,51220,50781,24,0,:672-696:960-964,:672-696:960-964
139,130,51221,50782,24,0,:696-720:960-964,:696-720:960-964
139,130,51222,50783,24,0,:720-744:960-964,:720-744:960-964
139,130,51223,50784,24,0,:744-768:960-964,:744-768:960-964
139,130,51224,50785,24,0,:768-792:960-964,:768-792:960-964
139,130,51225,50786,24,0,:792-816:960-964,:792-816:960-964
139,130,51226,50787,24,0,:816-840:960-964,:816-840:960-964
139,130,51227,50788,24,0,:840-864:960-964,:840-864:960-964
139,130,51228,50789,24,0,:864-888:960-964,:864-888:960-964
139,130,51229,50790,24,0,:888-912:960-964,:888-912:960-964
139,130,51230,50791,24,0,:912-936:960-964,:912-936:960-964
139,130,51231,50792,24,0,:936-964,:936-964
79,70,47892,47453,24,0,:0-24:960-964,:0-24:960-964
79,70,47893,47454,24,0,:24-48:960-964,:24-48:960-964
79,70,47894,47455,24,0,:48-72:960-964,:48-72:960-964
79,70,47895,47456,24,0,:72-96:960-964,:72-96:960-964
79,70,47896,47457,24,0,:96-120:960-964,:96-120:960-964
79,70,47897,47458,24,0,:120-144:960-964,:120-144:960-964
79,70,47898,47459,24,0,:144-168:960-964,:144-168:960-964
79,70,47899,47460,24,0,:168-192:960-964,:168-192:960-964
79,70,47900,47461,24,0,:192-216:960-964,:192-216:960-964
79,70,47901,47462,24,0,:216-240:960-964,:216-240:960-964
79,70,47902,47463,24,0,:240-264:960-964,:240-264:960-964
79,70,47903,47464,24,0,:264-288:960-964,:264-288:960-964
79,70,47904,47465,24,0,:288-312:960-964,:288-312:960-964
79,70,47905,47466,24,0,:312-336:960-964,:312-336:960-964
79,70,47906,47467,24,0,:336-360:960-964,:336-360:960-964
79,70,47907,47468,24,0,:360-384:960-964,:360-384:960-964
79,70,47908,47469,24,0,:384-408:960-964,:384-408:960-964
79,70,47909,47470,24,0,:408-432:960-964,:408-432:960-964
79,70,47910,47471,24,0,:432-456:960-964,:432-456:960-964
79,70,47911,47472,24,0,:456-480:960-964,:456-480:960-964
79,70,47912,47473,24,0,:480-504:960-964,:480-504:960-964
79,70,47913,47474,24,0,:504-528:960-964,:504-528:960-964
79,70,47914,47475,24,0,:528-552:960-964,:528-552:960-964
79,70,47915,47476,24,0,:552-576:960-964,:552-576:960-964
79,70,47916,47477,24,0,:576-600:960-964,:576-600:960-964
79,70,47917,47478,24,0,:600-624:960-964,:600-624:960-964
79,70,47918,47479,24,0,:624-648:960-964,:624-648:960-964
79,70,47919,47480,24,0,:648-672:960-964,:648-672:960-964
79,70,47920,47481,24,0,:672-696:960-964,:672-696:960-964
79,70,47921,47482,24,0,:696-720:960-964,:696-720:960-964
79,70,47922,47483,24,0,:720-744:960-964,:720-744:960-964
79,70,47923,47484,24,0,:744-768:960-964,:744-768:960-964
79,70,47924,47485,24,0,:768-792:960-964,:768-792:960-964
79,70,47925,47486,24,0,:792-816:960-964,:792-816:960-964
79,70,47926,47487,24,0,:816-840:960-964,:816-840:960-964
79,70,47927,47488,24,0,:840-864:960-964,:840-864:960-964
79,70,47928,47489,24,0,:864-888:960-964,:864-888:960-964
79,70,47929,47490,24,0,:888-912:960-964,:888-912:960-964
79,70,47930,47491,24,0,:912-936:960-964,:912-936:960-964
79,70,47931,47492,24,0,:936-964,:936-964
89,80,48442,48003,24,0,:0-24:960-964,:0-24:960-964
89,80,48443,48004,24,0,:24-48:960-964,:24-48:960-964
89,80,48444,48005,24,0,:48-72:960-964,:48-72:960-964
89,80,48445,48006,24,0,:72-96:960-964,:72-96:960-964
89,80,48446,48007,24,0,:96-120:960-964,:96-120:960-964
89,80,48447,48008,24,0,:120-144:960-964,:120-144:960-964
89,80,48448,48009,24,0,:144-168:960-964,:144-168:960-964
89,80,48449,48010,24,0,:168-192:960-964,:168-192:960-964
89,80,48450,48011,24,0,:192-216:960-964,:192-216:960-964
89,80,48451,48012,24,0,:216-240:960-964,:216-240:960-964
89,80,48452,48013,24,0,:240-264:960-964,:240-264:960-964
89,80,48453,48014,24,0,:264-288:960-964,:264-288:960-964
89,80,48454,48015,24,0,:288-312:960-964,:288-312:960-964
89,80,48455,48016,24,0,:312-336:960-964,:312-336:960-964
89,80,48456,48017,24,0,:336-360:960-964,:336-360:960-964
89,80,48457,48018,24,0,:360-384:960-964,:360-384:960-964
89,80,48458,48019,24,0,:384-408:960-964,:384-408:960-964
89,80,48459,48020,24,0,:408-432:960-964,:408-432:960-964
89,80,48460,48021,24,0,:432-456:960-964,:432-456:960-964
89,80,48461,48022,24,0,:456-480:960-964,:456-480:960-964
89,80,48462,48023,24,0,:480-504:960-964,:480-504:960-964
89,80,48463,48024,24,0,:504-528:960-964,:504-528:960-964
89,80,48464,48025,24,0,:528-552:960-964,:528-552:960-964
89,80,48465,48026,24,0,:552-576:960-964,:552-576:960-964
89,80,48466,48027,24,0,:576-600:960-964,:576-600:960-964
89,80,48467,48028,24,0,:600-624:960-964,:600-624:960-964
89,80,48468,48029,24,0,:624-648:960-964,:624-648:960-964
89,80,48469,48030,24,0,:648-672:960-964,:648-672:960-964
89,80,48470,48031,24,0,:672-696:960-964,:672-696:960-964
89,80,48471,48032,24,0,:696-720:960-964,:696-720:960-964
89,80,48472,48033,24,0,:720-744:960-964,:720-744:960-964
89,80,48473,48034,24,0,:744-768:960-964,:744-768:960-964
89,80,48474,48035,24,0,:768-792:960-964,:768-792:960-964
89,80,48475,48036,24,0,:792-816:960-964,:792-816:960-964
89,80,48476,48037,24,0,:816-840:960-964,:816-840:960-964
89,80,48477,48038,24,0,:840-864:960-964,:840-864:960-964
89,80,48478,48039,24,0,:864-888:960-964,:864-888:960-964
89,80,48479,48040,24,0,:888-912:960-964,:888-912:960-964
89,80,48480,48041,24,0,:912-936:960-964,:912-936:960-964
89,80,48481,48042,24,0,:936-964,:936-964
1403,1360,15782,15343,24,0,:0-24:960-964,:0-24:960-964
1403,1360,15783,15344,24,0,:24-48:960-964,:24-48:960-964
1403,1360,15784,15345,24,0,:48-72:960-964,:48-72:960-964
1403,1360,15785,15346,24,0,:72-96:960-964,:72-96:960-964
1403,1360,15786,15347,24,0,:96-120:960-964,:96-120:960-964
1403,1360,15787,15348,24,0,:120-144:960-964,:120-144:960-964
1403,1360,15788,15349,24,0,:144-168:960-964,:144-168:960-964
1403,1360,15789,15350,24,0,:168-192:960-964,:168-192:960-964
1403,1360,15790,15351,24,0,:192-216:960-964,:192-216:960-964
1403,1360,15791,15352,24,0,:216-240:960-964,:216-240:960-964
1403,1360,15792,15353,24,0,:240-264:960-964,:240-264:960-964
1403,1360,15793,15354,24,0,:264-288:960-964,:264-288:960-964
1403,1360,15794,15355,24,0,:288-312:960-964,:288-312:960-964
1403,1360,15795,15356,24,0,:312-336:960-964,:312-336:960-964
1403,1360,15796,15357,24,0,:336-360:960-964,:336-360:960-964
1403,1360,15797,15358,24,0,:360-384:960-964,:360-384:960-964
1403,1360,15798,15359,24,0,:384-408:960-964,:384-408:960-964
1403,1360,15799,15360,24,0,:408-432:960-964,:408-432:960-964
1403,1360,15800,15361,24,0,:432-456:960-964,:432-456:960-964
1403,1360,15801,15362,24,0,:456-480:960-964,:456-480:960-964
1403,1360,15802,15363,24,0,:480-504:960-964,:480-504:960-964
1403,1360,15803,15364,24,0,:504-528:960-964,:504-528:960-964
1403,1360,15804,15365,24,0,:528-552:960-964,:528-552:960-964
1403,1360,15805,15366,24,0,:552-576:960-964,:552-576:960-964
1403,1360,15806,15367,24,0,:576-600:960-964,:576-600:960-964
1403,1360,15807,15368,24,0,:600-624:960-964,:600-624:960-964
1403,1360,15808,15369,24,0,:624-648:960-964,:624-648:960-964
1403,1360,15809,15370,24,0,:648-672:960-964,:648-672:960-964
1403,1360,15810,15371,24,0,:672-696:960-964,:672-696:960-964
1403,1360,15811,15372,24,0,:696-720:960-964,:696-720:960-964
1403,1360,15812,15373,24,0,:720-744:960-964,:720-744:960-964
1403,1360,15813,15374,24,0,:744-768:960-964,:744-768:960-964
1403,1360,15814,15375,24,0,:768-792:960-964,:768-792:960-964
1403,1360,15815,15376,24,0,:792-816:960-964,:792-816:960-964
1403,1360,15816,15377,24,0,:816-840:960-964,:816-840:960-964
1403,1360,15817,15378,24,0,:840-864:960-964,:840-864:960-964
1403,1360,15818,15379,24,0,:864-888:960-964,:864-888:960-964
1403,1360,15819,15380,24,0,:888-912:960-964,:888-912:960-964
1403,1360,15820,15381,24,0,:912-936:960-964,:912-936:960-964
1403,1360,15821,15382,24,0,:936-964,:936-964
99,90,48992,48553,24,0,:0-24:960-964,:0-24:960-964
99,90,48993,48554,24,0,:24-48:960-964,:24-48:960-964
99,90,48994,48555,24,0,:48-72:960-964,:48-72:960-964
99,90,48995,48556,24,0,:72-96:960-964,:72-96:960-964
99,90,48996,48557,24,0,:96-120:960-964,:96-120:960-964
99,90,48997,48558,24,0,:120-144:960-964,:120-144:960-964
99,90,48998,48559,24,0,:144-168:960-964,:144-168:960-964
99,90,48999,48560,24,0,:168-192:960-964,:168-192:960-964
99,90,49000,48561,24,0,:192-216:960-964,:192-216:960-964
99,90,49001,48562,24,0,:216-240:960-964,:216-240:960-964
99,90,49002,48563,24,0,:240-264:960-964,:240-264:960-964
99,90,49003,48564,24,0,:264-288:960-964,:264-288:960-964
99,90,49004,48565,24,0,:288-312:960-964,:288-312:960-964
99,90,49005,48566,24,0,:312-336:960-964,:312-336:960-964
99,90,49006,48567,24,0,:336-360:960-964,:336-360:960-964
99,90,49007,48568,24,0,:360-384:960-964,:360-384:960-964
99,90,49008,48569,24,0,:384-408:960-964,:384-408:960-964
99,90,49009,48570,24,0,:408-432:960-964,:408-432:960-964
99,90,49010,48571,24,0,:432-456:960-964,:432-456:960-964
99,90,49011,48572,24,0,:456-480:960-964,:456-480:960-964
99,90,49012,48573,24,0,:480-504:960-964,:480-504:960-964
99,90,49013,48574,24,0,:504-528:960-964,:504-528:960-964
99,90,49014,48575,24,0,:528-552:960-964,:528-552:960-964
99,90,49015,48576,24,0,:552-576:960-964,:552-576:960-964
99,90,49016,48577,24,0,:576-600:960-964,:576-600:960-964
99,90,49017,48578,24,0,:600-624:960-964,:600-624:960-964
99,90,49018,48579,24,0,:624-648:960-964,:624-648:960-964
99,90,49019,48580,24,0,:648-672:960-964,:648-672:960-964
99,90,49020,48581,24,0,:672-696:960-964,:672-696:960-964
99,90,49021,48582,24,0,:696-720:960-964,:696-720:960-964
99,90,49022,48583,24,0,:720-744:960-964,:720-744:960-964
99,90,49023,48584,24,0,:744-768:960-964,:744-768:960-964
99,90,49024,48585,24,0,:768-792:960-964,:768-792:960-964
99,90,49025,48586,24,0,:792-816:960-964,:792-816:960-964
99,90,49026,48587,24,0,:816-840:960-964,:816-840:960-964
99,90,49027,48588,24,0,:840-864:960-964,:840-864:960-964
99,90,49028,48589,24,0,:864-888:960-964,:864-888:960-964
99,90,49029,48590,24,0,:888-912:960-964,:888-912:960-964
99,90,49030,48591,24,0,:912-936:960-964,:912-936:960-964
99,90,49031,48592,24,0,:936-964,:936-964
1477,1354,16882,16443,24,0,:0-24:960-964,:0-24:960-964
1477,1354,16883,16444,24,0,:24-48:960-964,:24-48:960-964
1477,1354,16884,16445,24,0,:48-72:960-964,:48-72:960-964
1477,1354,16885,16446,24,0,:72-96:960-964,:72-96:960-964
1477,1354,16886,16447,24,0,:96-120:960-964,:96-120:960-964
1477,1354,16887,16448,24,0,:120-144:960-964,:120-144:960-964
1477,1354,16888,16449,24,0,:144-168:960-964,:144-168:960-964
1477,1354,16889,16450,24,0,:168-192:960-964,:168-192:960-964
1477,1354,16890,16451,24,0,:192-216:960-964,:192-216:960-964
1477,1354,16891,16452,24,0,:216-240:960-964,:216-240:960-964
1477,1354,16892,16453,24,0,:240-264:960-964,:240-264:960-964
1477,1354,16893,16454,24,0,:264-288:960-964,:264-288:960-964
1477,1354,16894,16455,24,0,:288-312:960-964,:288-312:960-964
1477,1354,16895,16456,24,0,:312-336:960-964,:312-336:960-964
1477,1354,16896,16457,24,0,:336-360:960-964,:336-360:960-964
1477,1354,16897,16458,24,0,:360-384:960-964,:360-384:960-964
1477,1354,16898,16459,24,0,:384-408:960-964,:384-408:960-964
1477,1354,16899,16460,24,0,:408-432:960-964,:408-432:960-964
1477,1354,16900,16461,24,0,:432-456:960-964,:432-456:960-964
1477,1354,16901,16462,24,0,:456-480:960-964,:456-480:960-964
1477,1354,16902,16463,24,0,:480-504:960-964,:480-504:960-964
1477,1354,16903,16464,24,0,:504-528:960-964,:504-528:960-964
1477,1354,16904,16465,24,0,:528-552:960-964,:528-552:960-964
1477,1354,16905,16466,24,0,:552-576:960-964,:552-576:960-964
1477,1354,16906,16467,24,0,:576-600:960-964,:576-600:960-964
1477,1354,16907,16468,24,0,:600-624:960-964,:600-624:960-964
1477,1354,16908,16469,24,0,:624-648:960-964,:624-648:960-964
1477,1354,16909,16470,24,0,:648-672:960-964,:648-672:960-964
1477,1354,16910,16471,24,0,:672-696:960-964,:672-696:960-964
1477,1354,16911,16472,24,0,:696-720:960-964,:696-720:960-964
1477,1354,16912,16473,24,0,:720-744:960-964,:720-744:960-964
1477,1354,16913,16474,24,0,:744-768:960-964,:744-768:960-964
1477,1354,16914,16475,24,0,:768-792:960-964,:768-792:960-964
1477,1354,16915,16476,24,0,:792-816:960-964,:792-816:960-964
1477,1354,16916,16477,24,0,:816-840:960-964,:816-840:960-964
1477,1354,16917,16478,24,0,:840-864:960-964,:840-864:960-964
1477,1354,16918,16479,24,0,:864-888:960-964,:864-888:960-964
1477,1354,16919,16480,24,0,:888-912:960-964,:888-912:960-964
1477,1354,16920,16481,24,0,:912-936:960-964,:912-936:960-964
1477,1354,16921,16482,24,0,:936-964,:936-964
1887,1876,33213,32774,24,0,:0-24:960-964,:0-24:960-964
1887,1876,33214,32775,24,0,:24-48:960-964,:24-48:960-964
1887,1876,33215,32776,24,0,:48-72:960-964,:48-72:960-964
1887,1876,33216,32777,24,0,:72-96:960-964,:72-96:960-964
1887,1876,33217,32778,24,0,:96-120:960-964,:96-120:960-964
1887,1876,33218,32779,24,0,:120-144:960-964,:120-144:960-964
1887,1876,33219,32780,24,0,:144-168:960-964,:144-168:960-964
1887,1876,33220,32781,24,0,:168-192:960-964,:168-192:960-964
1887,1876,33221,32782,24,0,:192-216:960-964,:192-216:960-964
1887,1876,33222,32783,24,0,:216-240:960-964,:216-240:960-964
1887,1876,33223,32784,24,0,:240-264:960-964,:240-264:960-964
1887,1876,33224,32785,24,0,:264-288:960-964,:264-288:960-964
1887,1876,33225,32786,24,0,:288-312:960-964,:288-312:960-964
1887,1876,33226,32787,24,0,:312-336:960-964,:312-336:960-964
1887,1876,33227,32788,24,0,:336-360:960-964,:336-360:960-964
1887,1876,33228,32789,24,0,:360-384:960-964,:360-384:960-964
1887,1876,33229,32790,24,0,:384-408:960-964,:384-408:960-964
1887,1876,33230,32791,24,0,:408-432:960-964,:408-432:960-964
1887,1876,33231,32792,24,0,:432-456:960-964,:432-456:960-964
1887,1876,33232,32793,24,0,:456-480:960-964,:456-480:960-964
1887,1876,33233,32794,24,0,:480-504:960-964,:480-504:960-964
1887,1876,33234,32795,24,0,:504-528:960-964,:504-528:960-964
1887,1876,33235,32796,24,0,:528-552:960-964,:528-552:960-964
1887,1876,33236,32797,24,0,:552-576:960-964,:552-576:960-964
1887,1876,33237,32798,24,0,:576-600:960-964,:576-600:960-964
1887,1876,33238,32799,24,0,:600-624:960-964,:600-624:960-964
1887,1876,33239,32800,24,0,:624-648:960-964,:624-648:960-964
1887,1876,33240,32801,24,0,:648-672:960-964,:648-672:960-964
1887,1876,33241,32802,24,0,:672-696:960-964,:672-696:960-964
1887,1876,33242,32803,24,0,:696-720:960-964,:696-720:960-964
1887,1876,33243,32804,24,0,:720-744:960-964,:720-744:960-964
1887,1876,33244,32805,24,0,:744-768:960-964,:744-768:960-964
1887,1876,33245,32806,24,0,:768-792:960-964,:768-792:960-964
1887,1876,33246,32807,24,0,:792-816:960-964,:792-816:960-964
1887,1876,33247,32808,24,0,:816-840:960-964,:816-840:960-964
1887,1876,33248,32809,24,0,:840-864:960-964,:840-864:960-964
1887,1876,33249,32810,24,0,:864-888:960-964,:864-888:960-964
1887,1876,33250,32811,24,0,:888-912:960-964,:888-912:960-964
1887,1876,33251,32812,24,0,:912-936:960-964,:912-936:960-964
1887,1876,33252,32813,24,0,:936-964,:936-964
1112,1103,59772,59333,24,0,:0-24:960-964,:0-24:960-964
1112,1103,59773,59334,24,0,:24-48:960-964,:24-48:960-964
1112,1103,59774,59335,24,0,:48-72:960-964,:48-72:960-964
1112,1103,59775,59336,24,0,:72-96:960-964,:72-96:960-964
1112,1103,59776,59337,24,0,:96-120:960-964,:96-120:960-964
1112,1103,59777,59338,24,0,:120-144:960-964,:120-144:960-964
1112,1103,59778,59339,24,0,:144-168:960-964,:144-168:960-964
1112,1103,59779,59340,24,0,:168-192:960-964,:168-192:960-964
1112,1103,59780,59341,24,0,:192-216:960-964,:192-216:960-964
